-2.17481664e+187 -6.11904718e+187 -4.68896053e+186 1.65275259e+188 4.40136167e+188 6.37320415e+188 6.76493860e+188 5.21632035e+188 9.74668411e+187 -6.80699326e+188 -1.86285372e+189 -2.41757333e+189 -1.29738050e+189 2.26969868e+189 6.41733254e+189 8.60572496e+189 7.82281620e+189 5.00123493e+189 2.94645152e+189 1.09868986e+189 -5.28013260e+189 -2.72800654e+190 -7.05155750e+190 -1.06719439e+191 -5.07540373e+190 1.50457338e+191 4.76039564e+191 6.69442892e+191 6.01903913e+191 3.43651243e+191 8.97517987e+191 2.92276068e+192 6.11507581e+192 4.27323978e+192 -7.76985291e+192 -3.33370810e+193 -6.00600554e+193 -7.59501345e+193 -7.25185098e+193 -1.99621668e+193 1.17205466e+194 3.74542586e+194 6.10601594e+194 5.85571166e+194 1.58833425e+194 -3.95924272e+194 -3.15723367e+194 7.14175212e+194 1.64871785e+195 -1.11233705e+195 -9.55025514e+195 -2.12551106e+196 -2.08351116e+196 6.38158737e+194 4.45418083e+196 7.23869919e+196 6.21279656e+196 1.23141949e+195 -5.66084422e+196 -7.71591622e+196 -4.68678767e+196 -1.04511669e+196 -1.09364085e+196 -4.63962691e+196 -7.99216750e+196 -5.04880151e+196 4.43851322e+196 1.60171973e+197 1.96630459e+197 1.28972526e+197 -1.53005752e+196 -1.01586177e+197 -1.15702029e+197 -5.09731169e+196 -2.58409475e+196 -3.17507311e+196 -6.95224246e+196 -6.62454808e+196 -1.55725117e+196 7.08996696e+196 1.30005491e+197 1.21584354e+197 3.40425234e+196 -5.36977061e+196 -8.60782448e+196 -4.32510661e+196 1.42790809e+196 2.85612698e+196 9.07097363e+195 -2.34124490e+196 -2.18204636e+196 -9.53956347e+195 1.09791861e+196 1.35853326e+196 8.37642341e+195 -3.10011119e+195 -6.40114850e+195 -2.10893847e+195 7.94323263e+195 1.00228267e+196 1.76074204e+195
-6.57039897e+187 1.29897424e+186 7.23057494e+187 1.47424337e+188 2.13306705e+188 2.35046638e+188 1.66116144e+188 -3.15188526e+187 -1.91327140e+188 -1.99378512e+188 3.91916475e+187 4.59434819e+188 1.02252308e+189 1.77871792e+189 2.32017603e+189 2.15335361e+189 8.35206649e+188 -9.35576155e+188 -1.79889117e+189 -1.21923908e+189 3.67999279e+189 1.72585779e+190 4.38559835e+190 7.22413533e+190 6.65595622e+190 4.92831701e+189 -8.44333031e+190 -2.85056742e+190 2.74568463e+191 8.00179381e+191 9.22910246e+191 2.41555723e+191 -1.60278274e+192 -4.42608144e+192 -8.30253593e+192 -1.30163806e+193 -1.35915078e+193 -4.83484796e+192 1.73366810e+193 4.30272076e+193 5.88707591e+193 5.99429503e+193 7.73174603e+193 1.66478012e+194 3.51810227e+194 4.43444350e+194 2.26065255e+193 -1.15966088e+195 -2.79374467e+195 -3.49702950e+195 -2.61585955e+195 2.07315840e+194 3.51226282e+195 7.18184844e+195 1.05308382e+196 1.17508427e+196 8.82526865e+195 8.98315037e+193 -9.73532055e+195 -1.77058230e+196 -2.15900101e+196 -2.25535615e+196 -2.10242651e+196 -1.40927382e+196 -3.17059093e+195 1.06884981e+196 2.52754652e+196 3.70349055e+196 4.11190308e+196 3.13214528e+196 1.08982295e+196 -8.13322187e+195 -2.21053022e+196 -2.76643549e+196 -3.21238140e+196 -2.98288715e+196 -2.01460087e+196 -6.47403392e+195 7.71800890e+195 1.75620636e+196 2.45774817e+196 2.46584948e+196 1.46556400e+196 2.38260720e+195 -6.78750439e+195 -7.42118185e+195 -5.74312392e+195 -5.82765003e+195 -5.02369821e+195 -3.74746704e+195 -5.64439084e+194 1.82768078e+194 -1.43943955e+194 7.99384200e+193 8.53393581e+194 2.09070668e+195 1.96461090e+195 1.16268045e+195 6.72978704e+193 4.36498409e+194 3.09411042e+195
-5.28988306e+187 -1.04792220e+187 3.58604070e+187 7.65806332e+187 9.93669461e+187 9.99253836e+187 6.46969174e+187 -7.72344283e+186 -3.60299228e+187 4.76406723e+187 2.98367739e+188 6.12534452e+188 8.98749113e+188 1.12537285e+189 1.19868662e+189 1.02207193e+189 4.34385612e+188 1.27574924e+188 1.23470324e+189 4.49135590e+189 1.02140015e+190 1.78999598e+190 2.82424288e+190 3.61948664e+190 2.91431066e+190 -2.30780485e+189 -4.57695825e+190 -2.87834952e+190 9.25835477e+190 2.98168308e+191 2.74001451e+191 -1.88537822e+191 -1.23379448e+192 -2.47280244e+192 -3.68028894e+192 -4.59530332e+192 -3.70333794e+192 6.24604817e+191 9.93910727e+192 2.19265851e+193 3.34361031e+193 4.34811280e+193 5.70238444e+193 8.34637251e+193 1.25043609e+194 9.94950188e+193 -1.60787079e+194 -7.66710190e+194 -1.51703840e+195 -1.65695944e+195 -7.81014865e+194 1.19324355e+195 2.99636552e+195 4.22702273e+195 4.43183033e+195 3.92186063e+195 2.33028418e+195 -7.98237440e+194 -4.56892775e+195 -8.39613180e+195 -1.13989043e+196 -1.28299361e+196 -1.15685278e+196 -6.09037362e+195 1.53623332e+195 8.63646818e+195 1.37362961e+196 1.63814656e+196 1.73106226e+196 1.38903679e+196 7.04647523e+195 -1.04613360e+195 -8.70821799e+195 -1.42577086e+196 -1.78202946e+196 -1.64830235e+196 -9.84663980e+195 -2.22296096e+195 4.24280125e+195 7.19905858e+195 9.52628517e+195 1.01900161e+196 7.73319077e+195 3.90473016e+195 -1.85745685e+194 -2.22045187e+195 -3.54439426e+195 -4.38804679e+195 -3.46186755e+195 -1.72586265e+195 4.71375598e+192 1.87758774e+194 -4.39375315e+194 -2.37252227e+194 2.97592505e+194 1.15089477e+195 1.16331350e+195 7.82635281e+194 1.52597704e+194 1.43571841e+193 6.57401033e+194
-3.50577225e+187 -5.21494588e+187 -3.50531541e+187 4.07405637e+186 5.62787151e+187 9.86397360e+187 1.38311332e+188 2.08046784e+188 2.22195811e+188 1.33299352e+188 -9.30654286e+187 -2.20374764e+188 -1.68638269e+187 6.55236724e+188 1.52650203e+189 2.20840706e+189 2.63627128e+189 3.46597511e+189 5.92169640e+189 1.04488515e+190 1.25128464e+190 2.24619201e+189 -2.63157194e+190 -5.91615124e+190 -4.69538480e+190 3.77553318e+190 1.75874316e+191 2.01309292e+191 2.59902800e+190 -3.31270074e+191 -3.30785365e+191 3.67231156e+191 1.84140344e+192 2.47306056e+192 1.01479704e+192 -3.44334023e+192 -1.00349205e+193 -1.80785337e+193 -2.69020356e+193 -1.90663988e+193 2.73606647e+193 1.28136609e+194 2.07398832e+194 1.35137304e+194 -1.61172905e+194 -5.03824744e+194 -4.24159564e+194 2.91100056e+194 1.27379787e+195 9.76388703e+194 -1.33860041e+195 -5.16282221e+195 -5.85488579e+195 -1.02151465e+195 9.82308174e+195 1.66514430e+196 1.39477315e+196 -1.22746638e+195 -1.51907859e+196 -1.91072687e+196 -9.61936119e+195 1.15246432e+195 1.41479420e+195 -9.03471383e+195 -1.98888866e+196 -1.43408785e+196 8.49191154e+195 3.73403840e+196 4.61179857e+196 2.94705288e+196 -5.78214757e+195 -2.56878127e+196 -2.70079696e+196 -8.61791929e+195 -1.19118106e+195 -3.59374070e+195 -1.61582783e+196 -1.81735757e+196 -7.11490173e+195 1.49145424e+196 3.01836454e+196 2.85024987e+196 7.25804352e+195 -1.37334858e+196 -2.05881641e+196 -9.21782706e+195 5.47499520e+195 8.79654130e+195 2.96801231e+195 -6.30782385e+195 -6.59062551e+195 -3.09195008e+195 3.02100242e+195 3.98880984e+195 2.27842071e+195 -1.52050639e+195 -2.44268135e+195 -7.33207838e+194 2.80301434e+195 2.82297441e+195 -1.92035525e+195
-9.03227978e+187 -4.93274086e+187 -1.72479577e+187 -3.90908808e+186 -1.67714589e+187 -2.55642248e+187 -2.54782701e+187 -1.37714324e+187 5.95579938e+187 2.39018856e+188 5.62455281e+188 8.49444102e+188 9.25436014e+188 6.84854492e+188 3.97031005e+188 4.36223542e+188 9.23153944e+188 1.84450642e+189 2.98123832e+189 4.55103354e+189 7.68192088e+189 1.46487213e+190 2.69045857e+190 3.72243167e+190 2.43204238e+190 -2.53728097e+190 -1.01714881e+191 -1.23428134e+191 -4.57596466e+190 1.23369592e+191 1.17758776e+191 -2.29346979e+191 -9.83488386e+191 -1.52650600e+192 -1.40441345e+192 -1.97453500e+191 2.89136004e+192 8.78135507e+192 1.81594354e+193 2.29759817e+193 1.28996542e+193 -1.88517205e+193 -5.00762785e+193 -4.06208791e+193 2.80223906e+193 7.99361093e+193 -6.91868619e+193 -5.13280887e+194 -1.02431672e+195 -7.79503092e+194 6.65779509e+194 3.09508082e+195 4.11217247e+195 2.51619767e+195 -2.11754350e+195 -5.50056261e+195 -5.50394935e+195 -1.05366168e+195 2.72025667e+195 2.57523295e+195 -2.35704147e+195 -6.92679604e+195 -5.93062396e+195 1.32892452e+195 9.68225157e+195 1.10397064e+196 4.19123079e+195 -6.42869789e+195 -9.76102814e+195 -4.79080089e+195 6.15275500e+195 1.01780343e+196 6.84882480e+195 -3.49958898e+195 -8.43702627e+195 -7.07106520e+195 9.37237846e+194 5.26496921e+195 3.93502554e+195 -3.26990102e+195 -7.94610738e+195 -6.51221428e+195 1.33638305e+195 8.33392557e+195 9.27226085e+195 3.44570069e+195 -3.53766878e+195 -5.66101208e+195 -3.09932683e+195 1.34728662e+195 2.18444253e+195 9.71942708e+194 -1.57253611e+195 -1.65958343e+195 -6.65082148e+194 1.18203704e+195 1.52604287e+195 6.16275592e+194 -1.09631817e+195 -1.09680082e+195 1.37446150e+195
-1.26605642e+188 -8.67976706e+187 -5.18931649e+187 -3.20359989e+187 -3.52893098e+187 -3.33239470e+187 -2.18413929e+187 1.20030362e+186 7.20283163e+187 2.23655017e+188 4.87511012e+188 7.38459442e+188 8.57344067e+188 7.74079011e+188 6.82983145e+188 8.52942881e+188 1.37330598e+189 2.20412188e+189 3.14058820e+189 4.30271631e+189 6.58975364e+189 1.18573775e+190 2.12588135e+190 2.88781812e+190 1.73117000e+190 -2.45219251e+190 -8.62164017e+190 -9.43013461e+190 -6.94981157e+189 1.69656402e+191 1.94362802e+191 -8.36713959e+190 -7.35725364e+191 -1.27937924e+192 -1.37328853e+192 -6.86994512e+191 1.67090790e+192 6.69676537e+192 1.51079399e+193 1.96019078e+193 1.07747123e+193 -1.73826430e+193 -4.48448426e+193 -3.53544850e+193 2.77991977e+193 8.13846572e+193 -3.06623978e+193 -3.85966049e+194 -8.10479262e+194 -6.56463376e+194 4.17639927e+194 2.26481392e+195 3.09380215e+195 2.02729073e+195 -1.26389802e+195 -3.71413032e+195 -3.83506132e+195 -8.94218227e+194 1.53047999e+195 1.17932740e+195 -2.50265867e+195 -5.81568890e+195 -4.99686559e+195 5.47490988e+194 7.01422653e+195 8.48902351e+195 4.01274320e+195 -3.31048139e+195 -5.60529259e+195 -2.33862199e+195 4.90701099e+195 7.16489007e+195 4.24605931e+195 -3.49116874e+195 -7.25704982e+195 -6.21056361e+195 -8.18979635e+193 3.51558418e+195 3.03066604e+195 -1.85738433e+195 -4.99455878e+195 -3.91948574e+195 1.47901615e+195 6.17979100e+195 6.57230170e+195 2.31875069e+195 -2.70795534e+195 -4.26714868e+195 -2.39433630e+195 8.61795786e+194 1.55632647e+195 6.85759715e+194 -1.18184521e+195 -1.23693328e+195 -4.76753206e+194 9.24160964e+194 1.18139625e+195 4.89692297e+194 -8.05907728e+194 -7.87370634e+194 1.13507817e+195
-1.66119823e+188 -1.42017650e+188 -1.05947347e+188 -7.25955781e+187 -5.33154236e+187 -3.22702832e+187 -1.92977446e+186 5.31053516e+187 1.14213283e+188 1.78800021e+188 2.53088645e+188 3.68054652e+188 5.57546085e+188 8.39554211e+188 1.18623624e+189 1.55411899e+189 1.94351881e+189 2.61285985e+189 3.98656742e+189 6.31035789e+189 8.30526964e+189 7.08621566e+189 9.73088985e+188 -8.22375708e+189 -1.17925917e+190 -5.83996060e+189 1.17296548e+190 3.16389949e+190 5.30216808e+190 7.29857785e+190 8.70632835e+190 8.81014528e+190 5.66564191e+190 -7.41436121e+190 -3.69042226e+191 -8.68028281e+191 -1.35029823e+192 -1.59572503e+192 -1.32355986e+192 1.43575049e+192 9.15105365e+192 2.35885601e+193 3.31597747e+193 1.84855931e+193 -3.21356675e+193 -9.65663146e+193 -1.13122525e+194 -5.57664332e+193 4.23124874e+193 1.68009385e+193 -2.00849085e+194 -5.28100393e+194 -3.97019782e+194 5.05848618e+194 2.18334577e+195 3.07568970e+195 2.24483785e+195 -8.32862917e+194 -3.77389264e+195 -5.01669784e+195 -3.84022954e+195 -2.13828121e+195 -1.68612022e+195 -2.29838750e+195 -2.64166722e+195 -4.21985936e+194 4.20529791e+195 9.33840953e+195 1.08660138e+196 7.48972113e+195 4.85546153e+194 -4.25508326e+195 -5.88661085e+195 -3.93552678e+195 -3.43125087e+195 -3.69302768e+195 -4.69989543e+195 -3.76278088e+195 -8.15771167e+194 3.40666037e+195 6.44786225e+195 6.44111783e+195 2.68612855e+195 -1.29083048e+195 -3.06036086e+195 -1.60408814e+195 4.65514520e+194 7.49787043e+194 -1.34741851e+194 -1.42099141e+195 -1.21998820e+195 -5.88217930e+194 3.70027180e+194 6.06771229e+194 3.98122644e+194 -1.36288119e+194 -2.66183975e+194 4.88226676e+193 6.39991131e+194 4.95219044e+194 -6.55744184e+194
-2.25357776e+188 -2.03663935e+188 -1.65279442e+188 -1.28406541e+188 -1.06514392e+188 -7.99779466e+187 -3.71024302e+187 4.22948621e+187 1.10232412e+188 1.43915189e+188 1.36642642e+188 1.74677772e+188 3.45519013e+188 6.95212352e+188 1.17908558e+189 1.72081343e+189 2.34363494e+189 3.15853595e+189 4.37649843e+189 6.04809565e+189 6.54386663e+189 2.53001665e+189 -8.19887073e+189 -2.09807547e+190 -1.91595351e+190 6.49784717e+189 5.22442893e+190 7.09764121e+190 3.96950421e+190 -3.68421176e+190 -1.58323611e+190 1.91493526e+191 6.04041985e+191 7.94619059e+191 4.32849048e+191 -7.24739912e+191 -2.47248535e+192 -4.65479476e+192 -7.12750533e+192 -5.47794663e+192 5.84470260e+192 3.07556011e+193 4.81770022e+193 2.22840114e+193 -6.72191249e+193 -1.62266264e+194 -1.15957651e+194 1.43127102e+194 4.92969597e+194 4.28075046e+194 -2.96661577e+194 -1.53825429e+195 -1.84694309e+195 -4.93250285e+194 2.68453755e+195 4.66747556e+195 3.81827026e+195 -7.15872742e+194 -4.83215891e+195 -5.86865737e+195 -2.82251720e+195 5.99866193e+194 7.80958518e+194 -2.41073517e+195 -5.80321699e+195 -4.24382013e+195 2.54469114e+195 1.11777079e+196 1.37649669e+196 8.77436472e+195 -1.75496961e+195 -7.63439514e+195 -7.91072041e+195 -2.28554789e+195 -2.21529853e+193 -8.53630060e+194 -4.88554530e+195 -5.72132550e+195 -2.52940129e+195 4.12287745e+195 8.77127160e+195 8.34814185e+195 2.08640492e+195 -4.07905291e+195 -6.00086110e+195 -2.53376621e+195 1.88488833e+195 2.84473381e+195 1.00139187e+195 -1.89664931e+195 -2.07061446e+195 -1.01876212e+195 8.69353182e+194 1.17910635e+195 6.52437544e+194 -5.27433821e+194 -7.90382333e+194 -2.32721912e+194 8.83364613e+194 8.60499532e+194 -7.12341309e+194
-3.11582271e+188 -2.75209745e+188 -2.25557017e+188 -1.86216890e+188 -1.74991283e+188 -1.57823146e+188 -1.20920120e+188 -4.46383672e+187 3.09532215e+187 9.05279236e+187 1.36553259e+188 2.11504643e+188 3.61296035e+188 6.04375974e+188 9.58650239e+188 1.43465027e+189 2.07813879e+189 2.85574327e+189 3.70782320e+189 4.58337191e+189 4.65197079e+189 2.36814230e+189 -3.43564250e+189 -1.00741171e+190 -8.39643349e+189 6.88006441e+189 3.34732109e+190 4.43059172e+190 2.59389713e+190 -1.93105596e+190 -1.02638904e+190 1.03250583e+191 3.36091915e+191 4.74485671e+191 3.56577564e+191 -1.35591317e+191 -9.28391495e+191 -1.97341706e+192 -3.24235383e+192 -2.78755508e+192 1.84084982e+192 1.23271895e+193 1.84913872e+193 3.15730704e+192 -4.35380084e+193 -9.03945363e+193 -6.04205034e+193 8.53285591e+193 2.84984158e+194 2.77464093e+194 -6.26651748e+193 -6.77556242e+194 -8.73260315e+194 -3.14104903e+194 1.08049333e+195 1.93422440e+195 1.51330876e+195 -5.51306510e+194 -2.39350016e+195 -2.79292074e+195 -1.29181069e+195 3.82669962e+194 5.39648221e+194 -9.20516093e+194 -2.51611087e+195 -1.84882871e+195 1.20564239e+195 5.11076540e+195 6.25365492e+195 3.97960545e+195 -7.87854898e+194 -3.42288627e+195 -3.49737446e+195 -8.95927283e+194 1.41053327e+194 -3.03998214e+194 -2.28143870e+195 -2.78377956e+195 -1.39212741e+195 1.67009664e+195 3.83708023e+195 3.70561022e+195 9.32380545e+194 -1.79167523e+195 -2.59457643e+195 -1.00368663e+195 9.90630844e+194 1.39053110e+195 4.94804138e+194 -8.85234720e+194 -1.01243120e+195 -5.27243423e+194 3.69841346e+194 5.33933491e+194 2.97296604e+194 -2.57623933e+194 -3.78437573e+194 -1.29298976e+194 3.81199357e+194 3.95491374e+194 -2.51112831e+194
-4.29785145e+188 -3.60694768e+188 -2.90019608e+188 -2.47889563e+188 -2.58381772e+188 -2.62961702e+188 -2.48979077e+188 -2.04932774e+188 -1.24513328e+188 1.15674936e+187 2.37210054e+188 4.59468236e+188 5.95322146e+188 5.87160553e+188 5.88380152e+188 8.06834083e+188 1.30866107e+189 1.87040455e+189 2.03354936e+189 1.67868066e+189 2.08722432e+189 6.13089314e+189 1.54535108e+190 2.55426794e+190 2.10574465e+190 -6.73856593e+189 -5.04997806e+190 -5.35410922e+190 1.52525935e+190 1.47940802e+191 1.49061177e+191 -1.05963977e+191 -6.60280535e+191 -1.01030991e+192 -7.79178551e+191 3.41440576e+191 2.52630594e+192 6.02802768e+192 1.09922504e+193 1.11627679e+193 -1.41396515e+192 -3.21584214e+193 -5.82784892e+193 -3.99826834e+193 4.35774289e+193 1.31524293e+194 6.82747050e+193 -2.20121231e+194 -5.90255343e+194 -4.73461194e+194 4.14795856e+194 1.91951120e+195 2.41302991e+195 1.07883785e+195 -2.31876590e+195 -4.64136140e+195 -4.25454048e+195 -3.14858188e+194 3.18368433e+195 3.68728168e+195 3.69898164e+194 -2.98181043e+195 -2.60661232e+195 1.80720047e+195 6.72493034e+195 6.51933040e+195 5.82725544e+194 -7.72319236e+195 -1.02871739e+196 -5.95985173e+195 3.36613342e+195 7.74627722e+195 6.55265483e+195 -2.29773434e+194 -3.28651922e+195 -2.40304446e+195 2.60654781e+195 4.65327555e+195 2.57649746e+195 -3.42578417e+195 -7.45913181e+195 -6.65027099e+195 -5.12514115e+194 5.25014743e+195 6.59519384e+195 2.67590784e+195 -2.17161421e+195 -3.47127528e+195 -1.61078922e+195 1.48113475e+195 1.84689254e+195 8.35012186e+194 -1.08592520e+195 -1.27660393e+195 -6.19719491e+194 6.96655287e+194 9.75774031e+194 3.42711822e+194 -8.89390626e+194 -8.53987965e+194 9.66118466e+194
